Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_50 Spectral Count	A_55 Spectral Count	A_56 Spectral Count	A_57 Spectral Count	A_61 Spectral Count	A_62 Spectral Count	A_72 Spectral Count	A_75 Spectral Count	A_76 Spectral Count	A_77 Spectral Count	A_78 Spectral Count	A_81 Spectral Count	A_82 Spectral Count	A_83 Spectral Count	G_50 Spectral Count	G_55 Spectral Count	G_56 Spectral Count	G_57 Spectral Count	G_61 Spectral Count	G_62 Spectral Count	G_72 Spectral Count	G_75 Spectral Count	G_76 Spectral Count	G_77 Spectral Count	G_78 Spectral Count	G_81 Spectral Count	G_82 Spectral Count	G_83 Spectral Count	A_50 Unique Spectral Count	A_55 Unique Spectral Count	A_56 Unique Spectral Count	A_57 Unique Spectral Count	A_61 Unique Spectral Count	A_62 Unique Spectral Count	A_72 Unique Spectral Count	A_75 Unique Spectral Count	A_76 Unique Spectral Count	A_77 Unique Spectral Count	A_78 Unique Spectral Count	A_81 Unique Spectral Count	A_82 Unique Spectral Count	A_83 Unique Spectral Count	G_50 Unique Spectral Count	G_55 Unique Spectral Count	G_56 Unique Spectral Count	G_57 Unique Spectral Count	G_61 Unique Spectral Count	G_62 Unique Spectral Count	G_72 Unique Spectral Count	G_75 Unique Spectral Count	G_76 Unique Spectral Count	G_77 Unique Spectral Count	G_78 Unique Spectral Count	G_81 Unique Spectral Count	G_82 Unique Spectral Count	G_83 Unique Spectral Count	A_50 Total Spectral Count	A_55 Total Spectral Count	A_56 Total Spectral Count	A_57 Total Spectral Count	A_61 Total Spectral Count	A_62 Total Spectral Count	A_72 Total Spectral Count	A_75 Total Spectral Count	A_76 Total Spectral Count	A_77 Total Spectral Count	A_78 Total Spectral Count	A_81 Total Spectral Count	A_82 Total Spectral Count	A_83 Total Spectral Count	G_50 Total Spectral Count	G_55 Total Spectral Count	G_56 Total Spectral Count	G_57 Total Spectral Count	G_61 Total Spectral Count	G_62 Total Spectral Count	G_72 Total Spectral Count	G_75 Total Spectral Count	G_76 Total Spectral Count	G_77 Total Spectral Count	G_78 Total Spectral Count	G_81 Total Spectral Count	G_82 Total Spectral Count	G_83 Total Spectral Count	A_50 Intensity	A_55 Intensity	A_56 Intensity	A_57 Intensity	A_61 Intensity	A_62 Intensity	A_72 Intensity	A_75 Intensity	A_76 Intensity	A_77 Intensity	A_78 Intensity	A_81 Intensity	A_82 Intensity	A_83 Intensity	G_50 Intensity	G_55 Intensity	G_56 Intensity	G_57 Intensity	G_61 Intensity	G_62 Intensity	G_72 Intensity	G_75 Intensity	G_76 Intensity	G_77 Intensity	G_78 Intensity	G_81 Intensity	G_82 Intensity	G_83 Intensity	A_50 MaxLFQ Intensity	A_55 MaxLFQ Intensity	A_56 MaxLFQ Intensity	A_57 MaxLFQ Intensity	A_61 MaxLFQ Intensity	A_62 MaxLFQ Intensity	A_72 MaxLFQ Intensity	A_75 MaxLFQ Intensity	A_76 MaxLFQ Intensity	A_77 MaxLFQ Intensity	A_78 MaxLFQ Intensity	A_81 MaxLFQ Intensity	A_82 MaxLFQ Intensity	A_83 MaxLFQ Intensity	G_50 MaxLFQ Intensity	G_55 MaxLFQ Intensity	G_56 MaxLFQ Intensity	G_57 MaxLFQ Intensity	G_61 MaxLFQ Intensity	G_62 MaxLFQ Intensity	G_72 MaxLFQ Intensity	G_75 MaxLFQ Intensity	G_76 MaxLFQ Intensity	G_77 MaxLFQ Intensity	G_78 MaxLFQ Intensity	G_81 MaxLFQ Intensity	G_82 MaxLFQ Intensity	G_83 MaxLFQ Intensity	Indistinguishable Proteins
sp|P00922|CAH2_SHEEP	P00922	CAH2_SHEEP	CA2	260	Ovis aries OX=9940	1:Experimental evidence at protein level	Carbonic anhydrase 2	0.9997	0.9988	12	3	3	53	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43456.73	0.0	0.0	19423.295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02075|HBB_SHEEP	P02075	HBB_SHEEP	HBB	145	Ovis aries OX=9940	1:Experimental evidence at protein level	Hemoglobin subunit beta	1.0	0.999	21	2583	0	2583	67	118	31	64	65	59	94	59	75	115	81	101	143	325	65	111	27	163	0	66	112	150	47	194	101	38	75	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	118	31	64	65	59	94	59	75	115	81	101	143	325	65	111	27	163	0	66	112	150	47	194	101	38	75	37	1.3854012E7	3.6700104E7	3412359.8	1.5219252E7	9354187.0	1.3436823E7	3.1308806E7	1.1258046E7	1.848188E7	2.9763156E7	1.9635556E7	2.3026254E7	3.5893208E7	6.1496168E7	6941439.0	1.1984934E7	3443059.5	4.6938496E7	0.0	7249093.5	2.2377156E7	2.418251E7	8733854.0	3.29982E7	1.2672449E7	3903549.0	9692102.0	2401337.2	4148523.2	1.1409546E7	960664.06	4188148.2	2351438.8	3556352.5	9870974.0	2843367.8	5219103.5	9320083.0	5997127.0	6601503.0	1.1435388E7	2.360217E7	2171939.0	3604142.0	1163683.9	1.4407771E7	0.0	1944986.0	6763993.5	7190047.5	2474525.0	1.0334155E7	3452242.2	1150110.6	2474048.0	719696.2	tr|W5QCY8|W5QCY8_SHEEP
sp|P02190|MYG_SHEEP	P02190	MYG_SHEEP	MB	154	Ovis aries OX=9940	1:Experimental evidence at protein level	Myoglobin	1.0	0.999	15	34	26	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1766166.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02788|TRFL_HUMAN	P02788	TRFL_HUMAN	LTF	710	Homo sapiens	1:Experimental evidence at protein level	Lactotransferrin	0.9988	0.999	4	9	9	55	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	5	0	0	0	0	0	7	0	0	0	0	15	0	0	9	0	0	0	0	0	0	0	0	0	7	12	0.0	0.0	21080.557	0.0	0.0	0.0	0.0	0.0	37200.285	0.0	0.0	0.0	0.0	51983.645	0.0	0.0	19142.955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16175.531	36441.547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	CAT	527	Homo sapiens	1:Experimental evidence at protein level	Catalase	1.0	0.999	3	22	0	22	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	4	2	1	0	1	1	1	0	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	4	2	1	0	1	1	1	0	3	1	0	1	2	0.0	19924.2	9731.437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7632.8945	0.0	0.0	0.0	35001.0	34853.906	40128.133	19564.03	0.0	14042.938	17383.098	13997.888	21671.223	19050.564	22326.076	0.0	10366.653	36849.93	0.0	13699.589	7594.211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18511.04	18438.535	21139.773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19409.953	tr|W5QB36|W5QB36_SHEEP
sp|P04074|AT1A1_SHEEP	P04074	AT1A1_SHEEP	ATP1A1	1021	Ovis aries OX=9940	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit alpha-1	1.0	0.999	25	154	0	154	0	0	1	0	1	0	0	0	1	1	1	0	0	5	4	18	2	3	0	13	9	10	2	20	24	0	29	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	5	4	18	2	3	0	13	9	10	2	20	24	0	29	10	0.0	0.0	13087.902	0.0	12822.046	0.0	0.0	0.0	15066.451	20450.623	35280.637	0.0	14695.216	81937.39	50350.67	232832.11	40598.18	61582.17	0.0	263787.03	197343.7	155322.25	155574.44	324430.53	492377.62	0.0	625518.75	108672.29	0.0	0.0	8717.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15216.997	0.0	0.0	23948.96	23412.344	39933.438	23055.158	25199.73	0.0	46172.805	45620.676	33831.92	53497.43	53919.62	73240.016	0.0	84078.11	30923.85	tr|W5QG59|W5QG59_SHEEP
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0	0.999	16	64	27	82	10	12	0	15	4	0	0	0	1	5	1	0	0	8	0	3	0	3	0	0	0	0	0	0	0	0	0	2	5	7	0	7	1	0	0	0	0	1	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	12	13	0	16	6	0	0	0	3	6	2	0	0	11	0	5	0	4	0	0	0	0	0	0	0	0	0	4	454184.6	283721.53	12345.459	653317.4	61799.43	0.0	0.0	0.0	17906.367	139937.42	17232.78	0.0	13011.144	91417.42	0.0	43694.42	0.0	48022.6	0.0	0.0	0.0	0.0	38801.418	0.0	0.0	0.0	0.0	18151.562	112705.61	61882.527	7800.245	125079.0	31513.393	0.0	0.0	0.0	0.0	64872.6	0.0	0.0	0.0	25505.479	0.0	19513.549	0.0	27526.9	0.0	0.0	0.0	0.0	25008.467	0.0	0.0	0.0	0.0	0.0	
sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	Homo sapiens	1:Experimental evidence at protein level	Gelsolin	1.0	0.999	29	25	25	535	1	1	1	2	3	1	1	0	1	2	2	2	4	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	2	3	1	1	0	1	2	2	2	4	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	38	42	51	38	40	33	32	0	45	40	40	35	39	27	0	0	0	0	0	0	0	0	0	0	0	35	0	0	41801.72	49734.914	52766.91	37750.45	60382.883	24423.38	28014.992	0.0	26388.275	41826.53	47993.586	51469.203	53501.547	15158.792	0.0	0.0	12939.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44492.695	0.0	0.0	0.0	0.0	0.0	0.0	33783.22	0.0	0.0	0.0	0.0	23161.291	26907.658	28777.9	28941.793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P07846|DHSO_SHEEP	P07846	DHSO_SHEEP	SORD	354	Ovis aries OX=9940	1:Experimental evidence at protein level	Sorbitol dehydrogenase	0.9999	0.999	2	4	0	4	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	12929.775	14273.098	0.0	0.0	0.0	0.0	0.0	11255.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|W5QIT0|W5QIT0_SHEEP
sp|P08758|ANXA5_HUMAN	P08758	ANXA5_HUMAN	ANXA5	320	Homo sapiens	1:Experimental evidence at protein level	Annexin A5	1.0	0.999	25	2	2	99	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	16071.776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P09670|SODC_SHEEP	P09670	SODC_SHEEP	SOD1	152	Ovis aries OX=9940	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0	0.999	11	214	214	214	4	9	25	11	24	9	5	7	11	21	14	16	20	10	1	1	3	5	0	0	4	1	0	0	0	9	1	3	4	9	25	11	24	9	5	7	11	21	14	16	20	10	1	1	3	5	0	0	4	1	0	0	0	9	1	3	4	9	25	11	24	9	5	7	11	21	14	16	20	10	1	1	3	5	0	0	4	1	0	0	0	9	1	3	186582.95	368378.0	675549.25	605658.7	567356.1	240063.06	233056.27	220332.67	383941.34	618697.6	407162.84	308616.88	465952.47	148784.66	19517.264	16295.993	43009.633	85037.27	0.0	0.0	29676.332	14723.013	0.0	0.0	0.0	168429.83	19166.25	22371.818	100031.164	134576.6	182312.38	193485.11	151485.67	95125.375	111897.84	80428.766	137744.38	129134.9	118531.13	87325.44	104594.35	66578.93	0.0	0.0	31384.957	45124.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76871.484	0.0	0.0	
sp|P0C276|RL40_SHEEP	P0C276	RL40_SHEEP	UBA52	128	Ovis aries OX=9940	2:Experimental evidence at transcript level	Ubiquitin-60S ribosomal protein L40	1.0	0.999	5	41	0	41	1	4	5	3	4	0	0	1	2	3	2	0	1	5	0	0	6	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	3	4	0	0	1	2	3	2	0	1	5	0	0	6	1	0	0	0	0	0	0	0	1	1	1	25486.6	68994.28	119096.836	48366.05	45160.5	0.0	0.0	18371.074	49904.61	130247.62	56105.18	0.0	14896.716	128037.734	0.0	0.0	162932.39	15777.385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13764.564	10090.095	18098.98	0.0	28928.033	49777.316	31734.088	17807.252	0.0	0.0	0.0	26972.402	51415.46	23238.797	0.0	0.0	51888.715	0.0	0.0	49239.305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0CG55|UBB_SHEEP, sp|P62979|RS27A_HUMAN, tr|W5NX91|W5NX91_SHEEP, tr|W5P2Q8|W5P2Q8_SHEEP, tr|W5PZY7|W5PZY7_SHEEP, tr|W5Q9W5|W5Q9W5_SHEEP
sp|P12303|TTHY_SHEEP	P12303	TTHY_SHEEP	TTR	147	Ovis aries OX=9940	2:Experimental evidence at transcript level	Transthyretin	1.0	0.999	3	11	11	11	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	2	0	0	0	0	0	0	0	1	0.0	0.0	10222.746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16467.342	0.0	16264.96	96654.01	17183.564	0.0	19289.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16371.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40715.695	0.0	0.0	10064.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P12725|A1AT_SHEEP	P12725	A1AT_SHEEP		416	Ovis aries OX=9940	1:Experimental evidence at protein level	Alpha-1-antiproteinase	0.9999	0.999	24	5	5	118	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	32	0	28	35	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24362.334	0.0	0.0	0.0	0.0	15010.503	0.0	19423.383	22366.295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 10	1.0	0.999	17	63	29	63	14	11	0	21	0	0	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	10	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	14	11	0	21	0	0	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	798655.4	283651.6	0.0	1291195.1	0.0	0.0	0.0	0.0	0.0	189897.14	19318.758	0.0	0.0	0.0	0.0	78450.74	0.0	28345.324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139618.47	49879.445	0.0	204040.48	0.0	0.0	0.0	0.0	0.0	37942.13	12259.29	0.0	0.0	0.0	0.0	19189.217	0.0	17011.998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P14639|ALBU_SHEEP	P14639	ALBU_SHEEP	ALB	607	Ovis aries OX=9940	1:Experimental evidence at protein level	Albumin	1.0	0.999	104	9043	118	9389	190	294	301	222	251	302	168	252	262	334	199	207	276	416	498	550	280	533	0	437	463	520	184	383	424	254	280	563	0	0	0	7	8	0	8	6	11	0	0	3	0	22	0	0	0	11	0	0	15	11	0	0	0	5	0	11	199	306	313	232	268	314	177	261	271	348	212	216	285	437	510	565	293	551	0	450	479	537	191	397	435	267	290	585	3.3213996E7	6.0924276E7	4.207956E7	4.6886716E7	3.6258752E7	7.576136E7	3.451806E7	6.093348E7	5.6724468E7	9.3952576E7	3.4449272E7	2.9758748E7	3.9015012E7	5.6608344E7	8.2308952E7	8.2471432E7	4.7567864E7	1.27513928E8	0.0	6.8962312E7	9.4589528E7	9.0663728E7	4.6767524E7	5.8085488E7	6.3344744E7	4.7693044E7	3.9066532E7	1.1489252E8	2480514.0	4400103.5	3159560.5	3735614.2	2490129.5	5615470.5	2525778.5	4198047.5	3945998.0	6825616.5	2576478.8	2273120.5	2862075.0	4355418.0	5965644.5	6292473.5	3370586.5	9377450.0	0.0	4850534.0	6824674.0	6580726.5	2877163.8	3879525.0	4288537.0	3487649.0	2624510.5	8826990.0	
sp|P18685|FRIH_SHEEP	P18685	FRIH_SHEEP	FTH1	171	Ovis aries OX=9940	1:Experimental evidence at protein level	Ferritin heavy chain	0.9999	0.9986	2	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34840.914	35109.066	0.0	0.0	10788.372	0.0	0.0	0.0	0.0	18807.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18195.44	18329.336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|W5Q1G9|W5Q1G9_SHEEP, tr|W5Q8C6|W5Q8C6_SHEEP
sp|P20757|ANGT_SHEEP	P20757	ANGT_SHEEP	AGT	476	Ovis aries OX=9940	1:Experimental evidence at protein level	Angiotensinogen	1.0	0.999	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27319.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|W5NYJ9|W5NYJ9_SHEEP
sp|P29330|ADX_SHEEP	P29330	ADX_SHEEP	FDX1	128	Ovis aries OX=9940	1:Experimental evidence at protein level	Adrenodoxin	1.0	0.999	5	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	1	2	0	1	1	1	1	1	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	1	2	0	1	1	1	1	1	1	0	3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74310.445	57771.105	26345.365	37110.85	20031.012	0.0	30864.314	26381.914	26569.904	34807.844	33401.625	33975.98	0.0	80637.766	59144.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36163.98	42700.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45100.88	44123.73	tr|W5PV49|W5PV49_SHEEP
sp|P29701|FETUA_SHEEP	P29701	FETUA_SHEEP	AHSG	364	Ovis aries OX=9940	1:Experimental evidence at protein level	Alpha-2-HS-glycoprotein	1.0	0.999	18	461	0	461	4	13	23	10	18	16	4	13	18	15	7	8	12	35	29	34	13	33	0	26	27	25	0	15	22	8	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	23	10	18	16	4	13	18	15	7	8	12	35	29	34	13	33	0	26	27	25	0	15	22	8	8	25	68119.09	421225.78	363273.1	313871.9	451593.8	407086.9	116541.68	334851.06	638862.3	620698.3	167252.0	112813.39	211673.89	960148.06	434473.53	572453.7	177833.83	867720.8	0.0	430832.9	609471.0	621598.0	69045.1	194799.36	297858.6	96742.27	106898.555	587359.2	32365.428	89600.72	77921.48	80176.336	87015.555	99959.484	64978.39	84848.38	139474.61	111243.35	49370.215	37940.54	49501.656	112770.6	66086.24	77625.82	44713.12	111047.2	0.0	56164.387	76728.24	79417.766	36553.63	39772.035	41486.973	38478.01	34605.992	94031.305	tr|W5QH56|W5QH56_SHEEP
sp|P32262|ANT3_SHEEP	P32262	ANT3_SHEEP	SERPINC1	465	Ovis aries OX=9940	2:Experimental evidence at transcript level	Antithrombin-III	1.0	0.999	18	202	0	202	4	16	15	4	11	7	4	7	5	13	9	3	7	21	7	4	6	7	0	4	11	5	1	4	8	6	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	16	15	4	11	7	4	7	5	13	9	3	7	21	7	4	6	7	0	4	11	5	1	4	8	6	4	9	145639.28	335119.9	299005.88	202413.97	218337.89	232742.61	109260.9	297383.0	156436.73	486861.7	217297.22	73261.55	201461.58	428497.62	160539.3	111513.016	101306.266	402253.4	0.0	126787.14	294003.6	190619.9	29762.787	81749.14	144580.92	188112.11	78881.516	253445.52	64699.125	99302.836	74575.8	81412.56	77181.67	91904.34	61920.473	97126.195	76789.164	136971.33	77414.69	49996.477	70906.52	83676.1	58241.266	45686.113	56702.086	123157.98	0.0	54064.836	99244.86	73549.83	0.0	41397.176	50847.543	74844.9	41536.934	86308.22	tr|W5PTR4|W5PTR4_SHEEP
sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 9	1.0	0.999	3	14	14	14	0	1	0	0	1	0	1	0	0	1	1	0	2	1	0	0	0	2	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	2	1	0	0	0	2	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	2	1	0	0	0	2	0	1	0	0	1	0	1	1	0	0	0.0	17059.795	0.0	13361.928	27037.742	0.0	24049.08	0.0	0.0	27562.576	19559.54	0.0	14529.344	23330.066	0.0	0.0	0.0	32426.283	0.0	10248.359	0.0	0.0	26508.58	0.0	16561.662	9298.245	0.0	0.0	0.0	0.0	0.0	0.0	13218.664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20152.713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
